application_id,age,annual_income,employment_length,loan_amount,loan_purpose,interest_rate,dti_ratio,num_open_accounts,num_past_delinquencies,home_ownership,credit_score,months_since_last_delinq,default
299,35,69680.0,3.4,36293.0,debt_consolidation,13.3,0.512,10,2,mortgage,669.0,3.0,0
300,22,67646.0,0.8,14583.0,other,8.02,0.227,8,1,rent,776.0,43.0,0
301,39,52144.0,0.4,24283.0,other,17.27,0.483,5,2,rent,592.0,1.0,1
302,62,142443.0,0.5,18451.0,other,10.25,0.204,7,0,mortgage,681.0,,0
303,21,30862.0,3.1,9162.0,debt_consolidation,7.37,0.291,12,0,rent,747.0,,0
304,65,58022.0,17.1,32932.0,other,10.25,0.262,4,1,rent,678.0,12.0,0
305,48,42849.0,1.5,10008.0,other,12.28,0.344,2,0,rent,691.0,,1
306,28,56789.0,0.7,21683.0,debt_consolidation,11.39,0.398,5,0,mortgage,713.0,,0
307,36,114363.0,0.4,14762.0,other,7.92,0.181,8,0,mortgage,725.0,,0
308,48,61124.0,16.4,19793.0,debt_consolidation,9.13,0.44,7,0,rent,760.0,,0
309,36,68312.0,9.2,16760.0,car,6.35,0.382,5,0,own,751.0,,0
310,26,83156.0,3.9,56653.0,other,12.62,0.535,6,0,mortgage,647.0,,0
311,54,61683.0,5.3,25163.0,debt_consolidation,8.97,0.247,1,0,mortgage,711.0,,0
312,54,85207.0,,13143.0,medical,9.82,0.232,8,0,mortgage,688.0,,0
313,26,69037.0,16.9,14499.0,debt_consolidation,11.21,0.42,10,0,mortgage,690.0,,0
314,35,39019.0,3.8,16381.0,debt_consolidation,6.71,0.094,5,1,rent,741.0,31.0,0
315,33,52082.0,0.7,12817.0,debt_consolidation,6.73,0.074,7,1,rent,759.0,49.0,0
316,53,83717.0,,7618.0,debt_consolidation,11.73,0.307,8,0,rent,658.0,,0
317,57,129645.0,8.2,56387.0,car,10.01,0.327,8,1,own,734.0,1.0,0
318,57,129590.0,0.1,28613.0,car,7.46,0.258,7,0,own,718.0,,0
319,67,196163.0,1.5,11022.0,other,7.52,0.248,3,0,rent,744.0,,0
320,59,91477.0,0.3,18574.0,debt_consolidation,9.91,0.162,7,0,mortgage,689.0,,0
321,37,54485.0,10.1,34901.0,debt_consolidation,11.28,0.362,4,0,mortgage,727.0,,0
322,26,59921.0,5.4,12574.0,car,10.06,0.432,3,0,rent,726.0,,0
323,51,67126.0,0.3,5541.0,debt_consolidation,10.19,0.455,4,0,rent,760.0,,0
324,66,63289.0,1.7,9938.0,medical,11.76,0.311,7,1,rent,709.0,12.0,1
325,69,91621.0,2.0,8051.0,other,7.27,0.199,6,0,own,731.0,,0
326,32,77434.0,0.6,15827.0,other,7.2,0.238,6,1,rent,766.0,5.0,0
327,32,37636.0,2.8,7478.0,car,8.15,0.127,5,0,mortgage,685.0,,0
328,22,98288.0,1.7,27201.0,debt_consolidation,13.99,0.413,5,0,rent,707.0,,1
329,28,30000.0,1.7,18352.0,car,8.04,0.374,6,0,rent,727.0,,0
330,48,62946.0,4.3,24576.0,other,11.56,0.35,9,1,rent,,29.0,0
331,48,116697.0,5.6,23382.0,debt_consolidation,5.0,0.135,3,0,mortgage,780.0,,0
332,39,87193.0,,8477.0,debt_consolidation,8.11,0.314,3,0,rent,704.0,,0
333,36,55578.0,0.4,4287.0,car,7.56,0.39,4,1,mortgage,707.0,24.0,0
334,62,180938.0,2.1,27055.0,debt_consolidation,8.16,0.187,5,0,rent,,,0
335,44,55896.0,3.5,10675.0,other,9.04,0.321,6,0,mortgage,760.0,,0
336,61,30159.0,0.5,24806.0,debt_consolidation,11.49,0.432,7,0,rent,692.0,,0
337,69,94544.0,5.5,15100.0,debt_consolidation,8.43,0.311,8,0,mortgage,711.0,,0
338,36,30000.0,0.9,18403.0,debt_consolidation,7.33,0.279,8,0,mortgage,754.0,,0
339,31,43657.0,3.0,28731.0,car,9.85,0.291,4,0,rent,671.0,,0
340,68,101586.0,16.0,10209.0,other,10.13,0.466,4,0,rent,736.0,,0
341,52,57711.0,12.2,10537.0,debt_consolidation,10.64,0.395,5,0,own,700.0,,0
342,35,84283.0,13.5,36591.0,debt_consolidation,15.68,0.347,9,1,rent,634.0,37.0,1
343,52,42169.0,5.8,28484.0,medical,11.83,0.481,5,2,rent,589.0,4.0,0
344,46,101324.0,0.0,20938.0,car,11.62,0.297,7,0,mortgage,665.0,,0
345,66,35529.0,2.9,7260.0,debt_consolidation,11.8,0.429,8,1,rent,661.0,15.0,0
346,33,116182.0,1.2,14370.0,car,8.2,0.263,3,0,own,728.0,,0
347,70,62557.0,2.0,8745.0,debt_consolidation,11.6,0.301,6,1,rent,647.0,4.0,0
348,67,152170.0,2.0,11151.0,other,10.91,0.467,6,0,mortgage,684.0,,0
349,30,43233.0,9.8,10002.0,medical,5.0,0.169,8,0,rent,787.0,,0
350,29,149198.0,3.4,8673.0,debt_consolidation,14.72,0.625,7,1,rent,678.0,1.0,1
351,47,44982.0,1.2,16146.0,debt_consolidation,15.43,0.368,6,2,rent,657.0,1.0,1
352,23,30000.0,,9573.0,other,12.97,0.422,9,0,rent,677.0,,0
353,35,66175.0,3.7,12296.0,debt_consolidation,12.6,0.355,3,1,rent,647.0,7.0,0
354,42,117473.0,5.2,9812.0,debt_consolidation,10.44,0.295,10,1,mortgage,666.0,11.0,0
355,69,110078.0,3.2,35777.0,debt_consolidation,9.72,0.413,6,0,rent,742.0,,0
356,70,130754.0,4.2,18783.0,debt_consolidation,7.2,0.362,6,0,mortgage,789.0,,0
357,28,89848.0,0.0,22039.0,other,10.43,0.288,3,0,mortgage,705.0,,0
358,65,52321.0,4.5,15054.0,medical,12.1,0.507,7,2,mortgage,661.0,48.0,0
359,25,86561.0,0.6,15993.0,other,12.48,0.319,5,1,rent,698.0,3.0,0
360,58,76287.0,2.9,18783.0,other,7.05,0.218,10,0,mortgage,783.0,,0
361,63,54468.0,,40511.0,debt_consolidation,11.42,0.241,4,1,rent,698.0,55.0,1
362,65,82042.0,1.4,31643.0,debt_consolidation,7.14,0.283,8,1,mortgage,,18.0,0
363,32,62228.0,4.1,17362.0,car,8.51,0.356,6,1,mortgage,678.0,1.0,0
364,65,143126.0,,9288.0,medical,14.5,0.51,5,0,own,684.0,,1
365,26,48916.0,2.2,24514.0,debt_consolidation,11.91,0.318,4,0,rent,653.0,,0
366,46,53478.0,11.5,12273.0,other,8.17,0.47,7,0,mortgage,717.0,,0
367,44,49756.0,5.7,12521.0,medical,6.88,0.11,6,2,rent,758.0,6.0,0
368,36,153240.0,3.9,14584.0,car,8.69,0.177,5,0,rent,750.0,,0
369,22,45106.0,2.2,17816.0,debt_consolidation,11.97,0.228,6,0,mortgage,639.0,,0
370,59,131790.0,0.2,29241.0,medical,9.13,0.552,6,0,mortgage,761.0,,0
371,37,41256.0,1.0,9013.0,debt_consolidation,7.5,0.204,6,0,mortgage,733.0,,0
372,54,90096.0,5.5,22624.0,debt_consolidation,7.87,0.386,4,1,mortgage,707.0,29.0,0
373,41,75468.0,10.1,13608.0,debt_consolidation,11.28,0.607,4,0,own,729.0,,0
374,39,115563.0,5.9,101952.0,debt_consolidation,11.3,0.469,6,1,rent,682.0,5.0,0
375,65,123507.0,7.5,15050.0,car,10.97,0.38,4,1,rent,688.0,46.0,0
376,25,63613.0,1.6,31083.0,medical,8.19,0.272,6,0,rent,764.0,,0
377,57,57176.0,4.6,46394.0,other,14.62,0.499,7,1,mortgage,636.0,13.0,0
378,58,152013.0,3.2,8928.0,car,7.69,0.373,6,0,rent,748.0,,0
379,39,49808.0,1.5,16156.0,car,7.53,0.199,9,0,rent,729.0,,0
380,34,30000.0,5.0,22062.0,debt_consolidation,13.04,0.268,4,1,mortgage,742.0,25.0,1
381,21,30000.0,2.6,9580.0,medical,7.76,0.257,12,1,own,764.0,49.0,0
382,67,36936.0,2.6,12813.0,car,10.13,0.178,9,2,rent,667.0,15.0,0
383,68,100357.0,4.2,13753.0,debt_consolidation,8.36,0.317,5,0,mortgage,719.0,,0
384,33,173865.0,2.3,26330.0,debt_consolidation,11.91,0.31,10,1,rent,701.0,59.0,0
385,22,30000.0,2.3,43326.0,other,13.21,0.466,6,1,rent,644.0,7.0,0
386,27,43618.0,,14586.0,medical,9.01,0.239,1,2,rent,689.0,79.0,0
387,24,63443.0,1.7,9199.0,other,10.01,0.408,4,0,mortgage,672.0,,0
388,62,149555.0,0.7,60091.0,car,12.24,0.51,4,0,mortgage,684.0,,0
389,65,53088.0,0.8,22968.0,other,13.63,0.51,6,0,own,660.0,,0
390,28,81390.0,0.6,26254.0,other,12.99,0.18,6,0,mortgage,654.0,,0
391,58,65378.0,1.4,5971.0,debt_consolidation,6.06,0.131,6,0,rent,762.0,,0
392,29,202827.0,6.2,6203.0,other,5.7,0.397,7,0,own,815.0,,0
393,39,70799.0,7.6,13125.0,medical,7.2,0.276,7,0,rent,728.0,,0
394,50,82494.0,4.2,23172.0,debt_consolidation,8.7,0.216,3,0,own,748.0,,0
395,56,75247.0,25.9,16600.0,other,12.55,0.379,9,0,rent,693.0,,0
396,64,62500.0,7.2,11274.0,medical,11.26,0.217,4,1,rent,749.0,1.0,1
397,23,92908.0,2.6,8369.0,car,8.91,0.268,3,0,rent,741.0,,0
398,30,37460.0,1.2,27171.0,other,7.1,0.109,7,1,rent,765.0,14.0,0
399,35,30000.0,0.1,22262.0,medical,12.06,0.434,7,1,rent,737.0,13.0,0
400,36,60998.0,2.4,11107.0,debt_consolidation,8.4,0.213,7,0,rent,720.0,,0
401,70,111831.0,4.5,15556.0,debt_consolidation,6.77,0.242,5,1,mortgage,733.0,14.0,0
402,59,56615.0,,9935.0,debt_consolidation,8.73,0.351,9,1,mortgage,743.0,18.0,0
403,37,71367.0,4.0,9788.0,medical,6.57,0.041,11,0,mortgage,749.0,,0
404,69,44524.0,0.9,18433.0,other,9.42,0.16,9,0,rent,669.0,,0
405,45,110495.0,1.4,55163.0,debt_consolidation,9.21,0.29,7,0,mortgage,735.0,,0
406,46,92330.0,4.5,19561.0,debt_consolidation,7.05,0.126,3,0,mortgage,805.0,,0
407,42,68019.0,3.1,23165.0,medical,14.07,0.492,5,0,rent,654.0,,0
408,28,67310.0,16.7,13913.0,medical,11.4,0.31,7,1,rent,679.0,24.0,0
409,67,40808.0,,14208.0,debt_consolidation,9.65,0.283,7,0,rent,717.0,,0
410,21,32630.0,4.1,23430.0,debt_consolidation,10.7,0.206,9,0,mortgage,705.0,,0
411,29,59396.0,8.9,18816.0,debt_consolidation,10.46,0.47,5,0,mortgage,702.0,,0
412,32,80426.0,16.7,22555.0,other,12.73,0.208,10,1,rent,,10.0,0
413,34,83206.0,7.7,8053.0,debt_consolidation,11.5,0.444,6,1,mortgage,688.0,20.0,0
414,27,52683.0,2.8,15196.0,car,11.43,0.391,9,2,mortgage,710.0,11.0,0
415,21,83736.0,2.3,16225.0,car,9.21,0.449,2,1,rent,686.0,10.0,0
416,54,135946.0,17.1,23319.0,debt_consolidation,7.98,0.129,1,0,mortgage,784.0,,0
417,69,74101.0,5.5,20322.0,debt_consolidation,10.8,0.501,3,0,rent,667.0,,0
418,27,71305.0,2.2,10689.0,debt_consolidation,7.52,0.085,8,0,rent,718.0,,0
419,35,59108.0,0.7,32218.0,debt_consolidation,10.57,0.313,2,0,mortgage,684.0,,0
420,46,65051.0,6.4,36878.0,car,10.82,0.385,3,1,own,670.0,7.0,0
421,67,82457.0,2.2,11564.0,car,9.98,0.313,8,0,mortgage,652.0,,0
422,55,155145.0,10.8,9068.0,debt_consolidation,9.91,0.224,8,1,rent,733.0,112.0,0
423,59,110997.0,0.5,10786.0,debt_consolidation,7.61,0.417,6,0,rent,735.0,,0
424,50,101900.0,0.8,10941.0,debt_consolidation,14.96,0.49,8,2,rent,683.0,67.0,1
425,41,54674.0,1.9,16221.0,debt_consolidation,11.75,0.407,5,0,mortgage,696.0,,0
426,30,42126.0,1.4,30675.0,debt_consolidation,9.13,0.271,7,1,rent,714.0,8.0,0
427,64,89753.0,2.3,15427.0,debt_consolidation,9.74,0.331,1,1,own,695.0,29.0,0
428,61,129936.0,1.3,33530.0,debt_consolidation,11.84,0.398,6,0,mortgage,675.0,,0
429,22,130812.0,0.1,44213.0,debt_consolidation,11.2,0.36,4,0,mortgage,660.0,,0
430,56,30000.0,7.4,30177.0,other,5.99,0.227,4,0,rent,779.0,,0
431,25,184350.0,4.1,29402.0,other,7.58,0.209,4,0,rent,723.0,,0
432,57,87835.0,3.0,27951.0,debt_consolidation,12.78,0.407,1,0,rent,708.0,,1
433,62,112303.0,,16992.0,other,8.18,0.324,10,0,rent,737.0,,0
434,27,30000.0,4.3,8476.0,medical,15.89,0.341,5,0,mortgage,656.0,,1
435,42,60601.0,5.9,32518.0,medical,9.83,0.295,11,1,rent,724.0,1.0,1
436,27,89828.0,3.1,27323.0,other,6.29,0.192,7,0,rent,741.0,,0
437,49,41219.0,3.4,7020.0,medical,13.11,0.221,9,2,own,694.0,2.0,1
438,67,30000.0,4.0,14525.0,debt_consolidation,10.18,0.355,2,0,rent,692.0,,0
439,25,71303.0,8.8,16256.0,medical,9.35,0.221,7,0,rent,726.0,,0
440,40,65222.0,0.2,12864.0,debt_consolidation,7.64,0.074,5,2,own,653.0,8.0,0
441,69,147516.0,15.0,29024.0,debt_consolidation,12.05,0.261,5,0,own,714.0,,0
442,36,60731.0,,26590.0,car,8.61,0.234,4,0,mortgage,689.0,,0
443,27,59656.0,,25063.0,debt_consolidation,9.16,0.294,7,0,mortgage,702.0,,0
444,45,93759.0,0.5,14519.0,other,10.87,0.45,4,0,rent,711.0,,0
445,46,109628.0,4.5,10438.0,debt_consolidation,12.14,0.357,3,0,rent,666.0,,0
446,54,52142.0,1.2,34739.0,debt_consolidation,12.28,0.431,10,0,rent,691.0,,0
447,36,99828.0,4.0,9520.0,medical,11.93,0.315,6,0,rent,700.0,,0
448,68,60696.0,11.9,6907.0,debt_consolidation,10.21,0.213,5,0,mortgage,690.0,,0
449,47,69731.0,4.3,14637.0,medical,7.6,0.216,10,1,rent,701.0,33.0,0
450,35,87773.0,3.9,14850.0,medical,8.92,0.398,9,0,mortgage,723.0,,0
451,69,112803.0,1.2,18764.0,car,12.08,0.437,6,1,rent,654.0,14.0,0
452,67,88166.0,5.0,26819.0,car,12.83,0.265,9,1,rent,649.0,54.0,0
453,45,42120.0,4.1,28701.0,other,10.89,0.391,5,1,rent,645.0,5.0,0
454,22,30000.0,0.2,24546.0,other,9.3,0.512,8,0,mortgage,700.0,,0
455,50,64591.0,2.8,11906.0,debt_consolidation,12.29,0.43,5,0,mortgage,699.0,,0
456,48,107712.0,,17179.0,other,7.91,0.013,6,1,own,688.0,22.0,0
457,28,76382.0,0.7,16070.0,other,11.25,0.574,13,1,rent,653.0,49.0,0
458,52,79182.0,3.7,41513.0,car,10.77,0.422,6,1,own,694.0,3.0,0
459,63,74726.0,0.2,9120.0,other,10.23,0.15,8,0,own,670.0,,0
460,26,70874.0,1.6,11999.0,debt_consolidation,12.82,0.306,4,2,own,677.0,9.0,0
461,57,46547.0,0.0,50805.0,debt_consolidation,9.94,0.33,6,0,rent,788.0,,0
462,28,88631.0,10.3,37232.0,debt_consolidation,12.88,0.415,7,2,rent,655.0,53.0,0
463,58,107079.0,,16742.0,medical,6.91,0.279,8,0,own,,,0
464,41,57151.0,24.4,14652.0,car,15.77,0.562,5,0,mortgage,621.0,,0
465,21,72886.0,0.2,28488.0,debt_consolidation,9.92,0.247,3,0,rent,710.0,,0
466,69,35619.0,2.8,31129.0,medical,13.42,0.373,6,0,rent,695.0,,1
467,29,68044.0,0.9,16303.0,debt_consolidation,13.72,0.386,3,1,mortgage,677.0,1.0,1
468,50,66205.0,7.8,52644.0,medical,10.11,0.377,6,0,mortgage,703.0,,0
469,30,111218.0,3.3,15026.0,medical,9.54,0.403,8,0,own,704.0,,0
470,67,69866.0,0.1,18309.0,car,11.05,0.181,7,0,mortgage,707.0,,0
471,57,107631.0,1.5,40393.0,car,10.49,0.292,8,2,rent,,32.0,0
472,61,62261.0,5.7,15061.0,car,11.09,0.507,9,0,mortgage,696.0,,0
473,42,30000.0,11.1,48529.0,other,16.55,0.571,6,1,own,,1.0,1
474,44,61561.0,0.6,26157.0,debt_consolidation,7.84,0.26,4,0,mortgage,765.0,,0
475,52,77585.0,4.5,11371.0,debt_consolidation,12.98,0.428,4,0,mortgage,601.0,,0
476,60,79074.0,6.4,39844.0,debt_consolidation,14.86,0.379,9,1,rent,612.0,7.0,1
477,63,80775.0,1.4,12186.0,debt_consolidation,7.19,0.011,4,2,rent,,13.0,0
478,21,47672.0,5.3,8233.0,medical,8.7,0.245,5,1,mortgage,700.0,3.0,0
479,54,62005.0,2.9,16594.0,debt_consolidation,16.44,0.609,4,0,mortgage,632.0,,1
480,26,37149.0,2.0,11383.0,other,8.66,0.141,6,0,own,720.0,,0
481,35,30000.0,6.9,14034.0,other,10.08,0.443,3,0,mortgage,748.0,,0
482,62,71113.0,0.5,12474.0,medical,7.53,0.307,6,0,own,715.0,,0
483,33,45898.0,7.5,9783.0,debt_consolidation,8.41,0.392,10,0,own,739.0,,0
484,60,120113.0,2.5,6123.0,debt_consolidation,10.79,0.44,5,0,mortgage,701.0,,0
485,44,30000.0,0.7,26589.0,debt_consolidation,12.03,0.439,7,1,mortgage,665.0,22.0,0
486,32,72756.0,3.7,23695.0,medical,11.55,0.429,6,0,rent,684.0,,0
487,37,170474.0,8.9,23562.0,debt_consolidation,8.08,0.413,4,1,rent,789.0,55.0,0
488,47,63747.0,1.1,19263.0,other,5.87,0.111,4,1,rent,707.0,3.0,0
489,59,73435.0,7.8,9703.0,car,12.03,0.441,5,0,mortgage,691.0,,0
490,51,85594.0,0.4,20943.0,debt_consolidation,14.95,0.247,7,0,own,708.0,,1
491,67,95871.0,0.4,11400.0,debt_consolidation,8.74,0.277,6,1,mortgage,733.0,12.0,0
492,64,62674.0,7.7,10547.0,car,6.71,0.361,5,0,mortgage,787.0,,0
493,58,46479.0,26.8,5068.0,medical,5.0,0.133,7,0,rent,768.0,,0
494,51,94773.0,1.5,29609.0,debt_consolidation,9.15,0.336,9,0,mortgage,734.0,,0
495,35,30000.0,11.9,10328.0,debt_consolidation,8.5,0.258,8,1,mortgage,,2.0,0
496,41,97522.0,6.0,23579.0,car,10.9,0.161,3,1,rent,662.0,1.0,0
497,26,51702.0,11.2,7325.0,other,6.16,0.459,4,0,rent,,,0
498,39,66433.0,11.7,10522.0,other,8.13,0.169,8,0,own,740.0,,0
499,67,60307.0,1.3,32638.0,debt_consolidation,10.5,0.386,6,0,mortgage,684.0,,0
500,42,128357.0,6.4,27609.0,other,10.81,0.308,5,2,rent,657.0,46.0,0
501,26,68983.0,9.0,34759.0,other,9.8,0.432,5,0,mortgage,672.0,,0
502,53,61750.0,,12410.0,debt_consolidation,6.99,0.128,4,0,mortgage,718.0,,0
503,69,65883.0,9.8,8698.0,debt_consolidation,9.49,0.132,8,2,own,667.0,40.0,0
504,64,70464.0,8.8,21346.0,debt_consolidation,10.33,0.467,11,0,mortgage,749.0,,0
505,34,189801.0,2.9,6369.0,car,6.84,0.184,7,1,rent,767.0,80.0,0
506,43,37470.0,2.4,11348.0,debt_consolidation,6.73,0.259,2,0,rent,731.0,,0
507,47,112675.0,0.6,10388.0,other,10.19,0.342,6,0,rent,722.0,,0
508,33,82882.0,9.8,40554.0,debt_consolidation,10.19,0.218,9,1,mortgage,656.0,1.0,0
509,34,129059.0,1.8,11045.0,car,6.48,0.137,5,0,own,704.0,,0
510,32,84710.0,3.0,18057.0,debt_consolidation,15.92,0.49,5,0,mortgage,674.0,,1
511,70,77594.0,6.2,7464.0,other,10.06,0.357,4,0,rent,681.0,,0
512,58,115786.0,16.0,30832.0,car,11.38,0.491,12,0,rent,688.0,,0
513,63,83128.0,20.0,25155.0,other,8.37,0.371,7,0,mortgage,752.0,,0
514,61,104281.0,0.6,12721.0,other,9.41,0.184,8,0,own,709.0,,0
515,68,145965.0,0.7,29879.0,car,8.51,0.222,5,0,mortgage,728.0,,0
516,26,64292.0,3.6,38187.0,other,12.37,0.25,4,0,mortgage,609.0,,0
517,65,62524.0,7.4,12513.0,other,8.2,0.185,1,0,mortgage,747.0,,0
518,24,45621.0,0.8,32025.0,debt_consolidation,11.67,0.48,3,0,mortgage,674.0,,0
519,44,83451.0,0.6,16234.0,car,6.51,0.284,5,0,rent,,,0
520,50,47346.0,12.7,7261.0,debt_consolidation,8.76,0.296,12,0,rent,732.0,,0
521,38,56371.0,2.3,20451.0,debt_consolidation,8.78,0.369,8,0,rent,780.0,,0
522,28,40366.0,1.6,11959.0,other,9.37,0.262,10,0,mortgage,728.0,,0
523,30,79328.0,4.9,7538.0,debt_consolidation,8.39,0.351,4,0,rent,766.0,,0
524,62,53182.0,1.2,18662.0,debt_consolidation,7.29,0.134,7,2,rent,666.0,11.0,0
525,36,36576.0,9.8,20653.0,medical,9.87,0.226,5,0,mortgage,718.0,,0
526,36,39590.0,2.7,53767.0,debt_consolidation,12.99,0.391,2,1,mortgage,679.0,29.0,1
527,67,59085.0,,15040.0,car,10.57,0.357,8,0,own,693.0,,0
528,28,50262.0,9.2,7771.0,other,15.38,0.584,5,0,own,669.0,,1
529,66,85150.0,5.6,12467.0,debt_consolidation,6.39,0.07,4,0,rent,727.0,,0
530,67,71040.0,0.5,30712.0,other,11.98,0.281,3,0,rent,694.0,,1
531,50,83038.0,,51142.0,debt_consolidation,9.12,0.305,7,0,own,741.0,,0
532,29,76854.0,5.6,27790.0,debt_consolidation,13.46,0.411,4,0,rent,704.0,,1
533,28,87061.0,0.8,21158.0,other,12.4,0.37,7,1,rent,650.0,85.0,0
534,35,30000.0,,12631.0,debt_consolidation,11.37,0.522,4,0,mortgage,686.0,,0
535,49,42110.0,7.4,12064.0,debt_consolidation,7.8,0.254,4,0,own,737.0,,0
536,28,80085.0,8.5,22157.0,other,9.61,0.35,8,0,mortgage,700.0,,0
537,43,74542.0,,18609.0,debt_consolidation,11.05,0.314,9,1,own,707.0,9.0,0
538,26,95720.0,0.2,6418.0,medical,7.38,0.193,7,0,own,772.0,,0
539,48,34729.0,3.5,7736.0,debt_consolidation,11.72,0.381,4,0,own,674.0,,0
540,22,48638.0,4.4,14142.0,car,9.52,0.125,4,0,own,671.0,,0
541,56,63402.0,,16897.0,medical,13.44,0.284,5,0,rent,611.0,,0
542,23,65309.0,0.6,11259.0,other,8.66,0.544,4,0,rent,768.0,,0
543,30,64134.0,0.3,20141.0,medical,11.18,0.18,6,0,mortgage,664.0,,0
544,29,77495.0,10.6,19138.0,debt_consolidation,11.88,0.394,8,1,mortgage,665.0,17.0,0
545,62,70852.0,32.0,20686.0,debt_consolidation,13.66,0.677,6,1,mortgage,,7.0,0
546,23,112362.0,13.1,27677.0,debt_consolidation,5.26,0.085,6,1,mortgage,776.0,5.0,0
547,42,144310.0,0.2,8460.0,debt_consolidation,8.9,0.191,8,0,rent,770.0,,0
548,50,42504.0,0.1,17585.0,car,9.68,0.41,9,1,mortgage,712.0,21.0,0
549,46,70267.0,4.7,18494.0,car,13.06,0.207,7,1,rent,695.0,1.0,1
550,55,103233.0,5.8,24828.0,car,11.4,0.354,3,0,mortgage,745.0,,0
551,61,96617.0,3.3,16237.0,debt_consolidation,9.48,0.368,7,2,own,682.0,9.0,0
552,40,55516.0,9.4,9817.0,debt_consolidation,8.22,0.122,9,0,rent,744.0,,0
553,62,83669.0,0.3,15723.0,debt_consolidation,7.78,0.235,11,0,mortgage,760.0,,0
554,36,32004.0,4.6,16056.0,debt_consolidation,10.86,0.422,6,0,mortgage,685.0,,0
555,70,76813.0,,17018.0,debt_consolidation,6.59,0.105,8,1,mortgage,710.0,12.0,0
556,46,35690.0,7.9,38787.0,medical,14.42,0.663,10,0,rent,674.0,,0
557,57,91506.0,4.8,11553.0,car,8.55,0.377,7,0,rent,,,0
558,64,45585.0,4.7,19064.0,debt_consolidation,8.26,0.133,4,0,own,739.0,,0
559,60,79509.0,1.8,5376.0,debt_consolidation,10.77,0.309,4,1,rent,678.0,24.0,0
560,63,86542.0,6.7,9893.0,debt_consolidation,13.01,0.433,3,0,rent,678.0,,0
561,47,71618.0,4.2,11992.0,medical,10.08,0.236,8,0,rent,678.0,,0
562,23,45595.0,4.2,13185.0,debt_consolidation,9.61,0.337,6,1,mortgage,707.0,6.0,0
563,45,62309.0,6.3,30228.0,debt_consolidation,14.85,0.294,7,1,rent,675.0,3.0,1
564,30,107374.0,1.4,30011.0,debt_consolidation,8.64,0.324,9,0,mortgage,766.0,,0
565,65,62518.0,0.0,4987.0,debt_consolidation,8.81,0.329,6,0,mortgage,746.0,,0
566,32,64444.0,2.1,14296.0,car,8.16,0.44,10,1,rent,703.0,16.0,0
567,32,49680.0,1.3,29747.0,other,16.48,0.642,3,0,mortgage,672.0,,1
568,33,101592.0,3.2,18938.0,debt_consolidation,5.0,0.324,3,0,rent,,,0
569,53,73914.0,9.4,15044.0,debt_consolidation,6.69,0.01,4,0,mortgage,728.0,,0
570,49,49588.0,3.0,12358.0,car,10.9,0.396,7,1,rent,682.0,1.0,0
571,68,77005.0,3.1,2785.0,debt_consolidation,11.48,0.331,9,1,rent,683.0,120.0,0
572,41,60166.0,0.1,16473.0,car,8.53,0.365,7,0,rent,791.0,,0
573,35,121458.0,3.8,5833.0,other,11.85,0.463,3,0,own,744.0,,0
574,23,59386.0,0.6,14282.0,medical,9.64,0.34,11,0,rent,676.0,,0
575,21,32137.0,4.5,35081.0,debt_consolidation,14.38,0.665,9,0,rent,715.0,,1
576,39,83029.0,15.3,23521.0,car,7.97,0.247,5,2,mortgage,694.0,1.0,0
577,67,170667.0,,9456.0,debt_consolidation,8.28,0.271,5,0,own,744.0,,0
578,47,118609.0,2.5,17479.0,debt_consolidation,5.0,0.201,4,0,rent,,,0
579,65,46072.0,9.9,35631.0,other,11.02,0.363,4,1,rent,658.0,11.0,0
580,26,54646.0,11.5,13860.0,medical,11.81,0.291,3,0,mortgage,661.0,,0
581,25,60470.0,0.1,21177.0,other,9.65,0.235,2,1,mortgage,654.0,26.0,0
582,62,73983.0,6.0,20928.0,other,8.22,0.128,5,0,rent,670.0,,0
583,26,73203.0,3.5,17730.0,debt_consolidation,10.04,0.185,3,0,rent,724.0,,0
584,23,51900.0,4.6,13256.0,debt_consolidation,10.44,0.428,8,0,rent,708.0,,0
585,41,44413.0,2.9,63124.0,debt_consolidation,11.57,0.534,5,1,mortgage,686.0,4.0,0
586,67,117247.0,1.0,41193.0,medical,12.64,0.267,8,0,rent,685.0,,0
587,55,43479.0,9.7,17533.0,debt_consolidation,11.28,0.364,3,0,rent,660.0,,0
588,25,42735.0,4.2,13501.0,car,11.22,0.332,5,1,own,,2.0,0
589,62,44871.0,0.1,21726.0,car,12.24,0.608,8,0,rent,692.0,,0
590,63,98739.0,9.5,53788.0,debt_consolidation,12.53,0.621,6,0,mortgage,710.0,,0
591,61,77888.0,15.9,20059.0,debt_consolidation,14.73,0.364,5,1,mortgage,676.0,66.0,1
592,66,113164.0,4.9,31156.0,medical,7.87,0.285,3,1,rent,779.0,31.0,0
593,32,44827.0,8.1,10021.0,car,11.19,0.458,7,1,rent,651.0,9.0,0
594,69,43881.0,3.3,22178.0,debt_consolidation,11.69,0.384,1,0,own,641.0,,0
595,37,53740.0,14.7,42305.0,medical,12.23,0.401,10,0,rent,618.0,,0
596,61,68390.0,0.9,30552.0,other,9.02,0.305,9,2,rent,684.0,13.0,0
597,49,76833.0,6.1,36226.0,medical,10.09,0.392,6,0,mortgage,749.0,,0
598,59,34486.0,1.3,14696.0,debt_consolidation,8.85,0.324,8,0,rent,717.0,,0
599,52,88081.0,7.0,12217.0,debt_consolidation,11.04,0.374,6,0,mortgage,675.0,,0
